WKT,id,start_date,end_date,description,user_id,created,last_modified,source_id,type,night_bombing,map_sheet_id
"POINT (-0.196342649871564 51.5580377254954)","4634",1940/10/08 23:00:00,1940/10/09 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.210342245141157 51.5541074180004)","4633",1940/10/12 23:00:00,1940/10/13 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.20750075931915 51.5557033538623)","4632",1940/10/12 23:00:00,1940/10/13 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.213312708475518 51.5568127015374)","4631",1940/10/12 23:00:00,1940/10/13 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.122212260487144 51.5337075995292)","4630",1940/10/08 23:00:00,1940/10/09 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.123000233347812 51.5338439336535)","4629",1940/10/08 23:00:00,1940/10/09 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.139305567236041 51.5353718574251)","4628",1940/10/08 23:00:00,1940/10/09 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.127385006411179 51.5345635582009)","4627",1940/10/08 23:00:00,1940/10/09 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.121608374192569 51.5375333545612)","4626",1940/10/08 23:00:00,1940/10/09 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.132786113773403 51.5322679811789)","4625",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.118474957622644 51.5401431915071)","4624",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.117965995788777 51.5344437529786)","4623",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.121671486270908 51.5335906839228)","4622",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.121857080826562 51.532696661068)","4621",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.120436156100461 51.533478104674)","4620",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.119350803490975 51.5333369860392)","4619",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.117455489924089 51.5359975695164)","4618",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.117972692761151 51.5366863468683)","4617",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.120507186955352 51.5353660241654)","4616",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.123543536249898 51.5363116264135)","4615",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.12438239802648 51.5364178340815)","4614",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.14391220483198 51.5440590413326)","4613",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.117697121432108 51.5349497980351)","4612",1940/10/10 23:00:00,1940/10/11 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.126326493584368 51.526520103696)","4611",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",PMINE,false,
"POINT (-0.125353227011408 51.5296904313011)","4610",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",OIL,false,
"POINT (-0.123497845386351 51.5277739831067)","4609",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.122438083740141 51.525808380145)","4608",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.121064537718742 51.5242398420964)","4607",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.13061693018154 51.5295269866115)","4606",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.134028305104641 51.5261479805485)","4605",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.134930756458566 51.5271211884163)","4604",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.135363854251098 51.5262310799857)","4603",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.120292771426696 51.5128758297924)","4602",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.118772205191305 51.5124802790491)","4601",1940/10/07 23:00:00,1940/10/08 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.133912488799312 51.5253419365326)","4600",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.128201008918843 51.5158788790521)","4599",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
"POINT (-0.128639192398036 51.5148651513367)","4598",1940/10/09 23:00:00,1940/10/10 22:59:59,,"1",2012/10/14 20:06:42,2012/10/14 20:06:42,"4",XB,false,
