WKT,id,start_date,end_date,description,user_id,created,last_modified,source_id,type,night_bombing,map_sheet_id
"POINT (-0.12777 51.500302)","554",1940/09/07 13:00:00,1940/09/07 13:00:00,"Amesbury Avenue, Streatham, SW16, London, UK ; Anti- aircraft shell unexploded. And 2x2 roadway damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.12777 51.500302)","553",1940/09/07 13:00:00,1940/09/07 13:00:00,"28 Harcourt Road, Brockley, SE4, London, UK ; Back room on 1st floor and contents damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.041397 51.512789)","552",1940/09/07 12:59:00,1940/09/07 12:59:00,"Commercial RD, E, London, UK ; 2x 1 ft of paving damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","551",1940/09/07 12:58:00,1940/09/07 12:58:00,"Purcell Place, Hackney, E9, London, UK ; Front room on first floor and contents slightly damaged. 4x 2ft of roof by breakage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","550",1940/09/07 12:57:00,1940/09/07 12:57:00,"124 Stebondale Street, Cubitt Town, E14, London, UK ; 11 houses of 6 rooms ad contents damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","549",1940/09/07 12:57:00,1940/09/07 12:57:00,"171 Stebondale Street, Cubitt Town, E14, London, UK ; 8 houses 6 rooms each and contents damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","548",1940/09/07 12:57:00,1940/09/07 12:57:00,"176, Glengall Grove, Cubitt Town, E14, London, UK ; 6 houses, 6 rooms each damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.123214 51.418777)","547",1940/09/07 12:56:00,1940/09/07 12:56:00,"Heybridge Avenue, SW16, London, UK ; 10x10 grass damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.029077 51.512304)","546",1940/09/07 12:55:00,1940/09/07 12:55:00,"26 Ely Terrace, Stepney E1, London, UK ; Front room on 1st floor and contents damaged, roof part off","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","545",1940/09/07 12:55:00,1940/09/07 12:55:00,"Alfred Street, Bow, E3, London, UK ; Back room on 2nd floor and contents slightly damaged. Roof by breakage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","544",1940/09/07 12:52:00,1940/09/07 12:52:00,"172 Glengall Grove Cubitt Town, E14, London, UK ; Tobacconist, Shop and house of 6 rooms, damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","543",1940/09/07 12:52:00,1940/09/07 12:52:00,"174 Glengall grove, Cubitt Town, E14, London, UK ; Off licence. Building of 3 floord 60x20 , used as dwelling and store, contents severly damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.012442 51.495634)","542",1940/09/07 12:52:00,1940/09/07 12:52:00,"Glengall Grove, E14, London, UK ; 60x60 of roadway damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","541",1940/09/07 12:52:00,1940/09/07 12:52:00,"63 Stebondale Street, Cubitt Town, E14, London, UK ; Front room on 1st floor and contents damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","537",1940/09/07 12:50:00,1940/09/07 12:50:00,"30 East Ferry Road, Cubitt Town, E14, London, UK ; Shop and house of 6 rooms, and contents damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.03717 51.475745)","536",1940/09/07 12:50:00,1940/09/07 12:50:00,"Newcross Gate Railway Station, Newcross, SE14, London, UK ; Owned by Southern Railway, booking hall, platform and a building damaged by explosion","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.024295 51.496346)","535",1940/09/07 12:47:00,1940/09/07 12:47:00,"A Yard Millwall Docks, E14, London, UK ; Port of London Authority. ""A"" Shed, awarehouse of two floors 400x60 damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","534",1940/09/07 12:47:00,1940/09/07 12:47:00,"Emmott Street E1, London, UK ; 1 x 1 ft of tarmac damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.023843 51.475086)","533",1940/09/07 12:47:00,1940/09/07 12:47:00,"Deptford Church Street, SE8, London, UK ; Southern Rail. Railway arch damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.029077 51.512304)","532",1940/09/07 12:46:00,1940/09/07 12:46:00,"131, St Leonards Street, Leonards RD, Poplar, E14, London, UK ; Pawnbrokers- Shop and house of 7 rooms about 5/6 and contents severely damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.043854 51.51756)","530",1940/09/07 12:45:00,1940/09/07 12:45:00,"7, King John Street, Poplar, Greater London, E1 3, London, UK ; Water Closet and contents slightly damaged. 2 x 1 ft of roof by breakage in yard","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.017324 51.449829)","529",1940/09/07 12:45:00,1940/09/07 12:45:00,"Catford Greyhound Staium, Catford SE6, London, UK ; Falling Shrapnel","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.12777 51.500302)","528",1940/09/07 12:45:00,1940/09/07 12:45:00,"Holbeach Road Catford, SE6, London, UK ; 2x2 pavement damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.079302 51.524689)","527",1940/09/07 12:45:00,1940/09/07 12:45:00,"Tamar Street, Charlton, SE7, London, UK ; 30x20 of roadway and paving severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.131715 51.514116)","526",1940/09/07 12:45:00,1940/09/07 12:45:00,"Brunswick Square, WC1, London, UK ; 2x2 roadway damage and some buildings lightly damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.131715 51.514116)","525",1940/09/07 12:45:00,1940/09/07 12:45:00,"Brunswick Square, WC1, London, UK ; back room of 5th floor and contents slihghtly damaged 2x1 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","524",1940/09/07 12:44:00,1940/09/07 12:44:00,"Vesey Street, Poplar E14, London, UK ; A number of IB bombs burned out on road","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.04751 51.4932)","523",1940/09/07 12:42:00,1940/09/07 12:42:00,"Yeoman Street, Deptford SE8, London, UK ; 20x10 roadways damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",OIL,false,
"POINT (-0.0244 51.521885)","522",1940/09/07 12:41:00,1940/09/07 12:41:00,"Cantrell Road, E3, London, UK ; 1 x 1 ft of tarmac slightly damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.024295 51.496346)","521",1940/09/07 12:40:00,1940/09/07 12:40:00,"A Yard Millwall Docks, E14, London, UK ; Port of London Authority. No, 4, 4a and 5 warehouses, each of two floors and 400x60 damaged with contents.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.008773 51.511625)","520",1940/09/07 12:40:00,1940/09/07 12:40:00,"St Leonard's Avenue, Poplar E14, London, UK ; A number of IB bombs burned out on road","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.040564 51.556119)","519",1940/09/07 12:40:00,1940/09/07 12:40:00,"13 Pedro St, Clapton E5, London, UK ; 6 x 4ft of roof and joisting damaged in scullery on ground floor","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.042812 51.492295)","195",1940/09/06 23:15:00,1940/09/06 23:15:00,"Plough Way, SE16, London, UK ; Timber importers, 200x150 buildings, canteen, workshops etc, dmaged,","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.027514 51.458458)","166",1940/09/06 18:34:00,1940/09/06 18:34:00,"Adelaide Avnue, Brockley SE4, London, UK ; St. Cyprian's Church, severley damaged by explosive","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.04751 51.4932)","518",1940/09/07 12:40:00,1940/09/07 12:40:00,"24 Oldfield Road, Rotherhithe, SE16, London, UK ; 6 houses damaged and fallen down","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","517",1940/09/07 12:40:00,1940/09/07 12:40:00,"64 Wickham Road, Brockley, SE4, London, UK ; Back room on 1st floor and contents damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.009171 51.464726)","516",1940/09/07 12:40:00,1940/09/07 12:40:00,"63 Cressingham Road, Lewisham, SE13, London, UK ; Private house damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.054976 51.51138)","515",1940/09/07 12:39:00,1940/09/07 12:39:00,"Shadwell Lane, Stepney E1, London, UK ; Part of top floor of flats Nos. 51-75 and 70-75, severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.046189 51.469171)","514",1940/09/07 12:39:00,1940/09/07 12:39:00,"150 Erlanger Road, Newcross, SE14, London, UK ; 2x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","513",1940/09/07 12:37:00,1940/09/07 12:37:00,"Ormside Street, Camberwell, SE15, London, UK ; Building of 3 floors 60x60, owned by Durling, West and Durling Ltd. Severley damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","512",1940/09/07 12:36:00,1940/09/07 12:36:00,"Narrow Street, Stepney E1, London, UK ; A building of 4 floors about 80x 60 ft of which 1/2 of and contents severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","511",1940/09/07 12:36:00,1940/09/07 12:36:00,"Mile End RD E, London, UK ; 2x2 ft of roof dmamged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","510",1940/09/07 12:36:00,1940/09/07 12:36:00,"7 Braywood Road, Eltham SE9, London, UK ; explosive bomb (unexploded) Yard damged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.010223 51.47259)","509",1940/09/07 12:35:00,1940/09/07 12:35:00,"Blackheath Hill, Blackheath Se10, London, UK ; South Met Gas Company: Gas destroyed and carriage way","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (0.006889 51.470487)","508",1940/09/07 12:35:00,1940/09/07 12:35:00,"Blackheath SE10, London, UK ; 20x10 feet of GRASS burned on heath","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","507",1940/09/07 12:34:00,1940/09/07 12:34:00,"Shandy Street, E.1, London, UK ; 1 x1 ft of tarmac destroyed","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","506",1940/09/07 12:33:00,1940/09/07 12:33:00,"403-405 East India Dock Road, Poplar E14, London, UK ; 2 private houses of 8 rooms and contents severely damaged. Collapsed and fallen down.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","505",1940/09/07 12:33:00,1940/09/07 12:33:00,"7 Birkhall Road, Catford SE6, London, UK ; unexploded bomb on enclosed ground at rear of premises","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.01219 51.51913)","504",1940/09/07 12:32:00,1940/09/07 12:32:00,"Venue Street, Tower Hamlets, London E14 6QA, London, UK ; 23 buildings damaged. 6 persons severely injured","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.012175 51.519019)","503",1940/09/07 12:32:00,1940/09/07 12:32:00,"31, 33, and 35, Venue St, Poplar E14 , London, UK ; Three private houses of 6 rooms each and contents severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","502",1940/09/07 12:32:00,1940/09/07 12:32:00,"Dowanhill Road, Catford, SE6, London, UK ; 2x2 roadway damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.046927 51.470964)","501",1940/09/07 12:31:00,1940/09/07 12:31:00,"102 Erlanger Road, Newcross, SE14, London, UK ; House of 6 rooms, front rooms and contents severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","498",1940/09/07 12:30:00,1940/09/07 12:30:00,"66 Shandy Street, Stepney E1, London, UK ; House of 6 rooms and contents severely damaged. Top floor and contents damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","497",1940/09/07 12:30:00,1940/09/07 12:30:00,"112 Harford Street, Stepney E1, London, UK ; House of 6 rooms and contents severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.043205 51.520794)","496",1940/09/07 12:30:00,1940/09/07 12:30:00,"15 Shandy Street, E1, London, UK ; House of 6 rooms and contents severely damaged. Front room on 1st floor severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","495",1940/09/07 12:30:00,1940/09/07 12:30:00,"61 Ernest Street, Stepney E1, London, UK ; House of 8 rooms and contents severely damaged. Roof off, front toom on 1st floor damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","494",1940/09/07 12:30:00,1940/09/07 12:30:00,"83 Ernest Street, Stepney, E1, London, UK ; House of 8 rooms and contents severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.003233 51.514395)","823",1940/09/07 17:59:00,1940/09/07 17:59:00,"Benledi Street, Poplar E14, London, UK ; 57 buildings damaged by explosion. 4 persons severely injured, extricated by the Brigade and removed to hospital","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.055233 51.541906)","812",1940/09/07 17:52:00,1940/09/07 17:52:00,"Mare Street, Hackney, E9, London, UK ; 4 shops and 10 house severely damage. And 50 houses damaged by the explosion","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.04415 51.543947)","811",1940/09/07 17:48:00,1940/09/07 17:48:00,"30 Kenton Road, Hackney E9, London, UK ; Alarm Caused by unexploded bomb in private house","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.053055 51.54304)","813",1940/09/07 17:52:00,1940/09/07 17:52:00,"9 Lyme Grove, Hackney , e9, London, UK ; Roadway and 1 private houses damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","806",1940/09/07 17:46:00,1940/09/07 17:46:00,"2 Athol Street, Poplar E14, London, UK ; 4 private houses of 6 rooms severely damaged, Collapsed. 35 buildings damaged by explosion, 1 male severly injured, (since dead)","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","805",1940/09/07 17:45:00,1940/09/07 17:45:00,"Pier Road, North Woolwich, E16, London, UK ; M. B Foster and Sons. Bottlers. 40x30 of deck planking damaged. Cutting away on quay side.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.01945 51.504954)","804",1940/09/07 17:45:00,1940/09/07 17:45:00,"Westferry Road, Docklands, London E14, London, UK ; Preserving manufacturers- building of two floors, 10 x 40 ft, used as workshops and stores. Top floor and contents damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",OIL,false,
"POINT (-0.017291 51.448679)","803",1940/09/07 17:43:00,1940/09/07 17:43:00,"50, Rushey Gren, Catford, Se6, London, UK ; Falling Shrapnel","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.098045 51.491825)","802",1940/09/07 17:41:00,1940/09/07 17:41:00,"117 Walworth Road, Se17, London, UK ; 2x1 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.099048 51.494704)","801",1940/09/07 17:39:00,1940/09/07 17:39:00,"New Kent Road, Se1 and Trocadero Cinema , London, UK ; 6x4 roadway and paving damaged. Cinema window broken","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.129678 51.525838)","800",1940/09/07 17:39:00,1940/09/07 17:39:00,"Polygon Road, NW1, London, UK ; Back room on ground floor and contents damaged, 2x1  of roof damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.01188 51.475286)","798",1940/09/07 17:38:00,1940/09/07 17:38:00,"96 Royal Hill, Greenwich SE10, London, UK ; Baker, shop and house of 6 rooms","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.009852 51.476536)","797",1940/09/07 17:38:00,1940/09/07 17:38:00,"94 Royal Hill, Greenwich SE10, London, UK ; Grocer, shop and house of 8 rooms","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.072348 51.524591)","796",1940/09/07 17:36:00,1940/09/07 17:36:00,"99-101 Cambridge heath Road, Bethnal Green, E2, London, UK ; B. and R. Goldfarb, Ltd. Wholesale tobacconists. 60x40 four floor building, used as showrooms offices and stores,. Two top floors and contnts damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","493",1940/09/07 12:30:00,1940/09/07 12:30:00,"91 Shandy Street, Stepney, E1, London, UK ; House of 6 rooms and contents severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","492",1940/09/07 12:30:00,1940/09/07 12:30:00,"591, Commercial Road, Stepney E1, London, UK ; Zenith Motor Works-A building of 2 floors and contents severely damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","491",1940/09/07 12:30:00,1940/09/07 12:30:00,"2-119 Elgar Street, Rotherhithe, SE16, London, UK ; Many buildings in this thoroughfare damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","490",1940/09/07 12:30:00,1940/09/07 12:30:00,"87 Foxberry Road, Brockley, SE4, London, UK ; Middle room damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.027742 51.468772)","489",1940/09/07 12:30:00,1940/09/07 12:30:00,"24 Lewisham Way, Lewisham SE, London, UK ; house of 14 rooms, most of roof and top floor damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.048015 51.475964)","488",1940/09/07 12:30:00,1940/09/07 12:30:00,"Newcross Road, Opposite tram depot, Newcross SE14, London, UK ; 6x6 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.024647 51.509147)","487",1940/09/07 12:29:00,1940/09/07 12:29:00,"North Quay, West, India Docks, E14, London, UK ; Range of warehouses covering 2000x120 severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.023843 51.475086)","486",1940/09/07 12:29:00,1940/09/07 12:29:00,"Deptford Church Street, SE8, London, UK ; IB burned out in street.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.03717 51.475745)","485",1940/09/07 12:28:00,1940/09/07 12:28:00,"Newcross Gate, Newcross, SE14, London, UK ; London Passenger Transport board, building of on e floor about 300 x100 used as tramcar shed and 6x4 of roof and two tramcars slightly damaged by fire.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.037937 51.475022)","473",1940/09/07 12:27:00,1940/09/07 12:27:00,"Town Hall, Newcross, SE14, London, UK ; 2x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.042812 51.492295)","196",1940/09/06 23:20:00,1940/09/06 23:20:00,"Plough Way, SE16, London, UK ; Buildings damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","165",1940/09/06 18:34:00,1940/09/06 18:34:00,"138 Engleheart Road, Catford,SE6, London, UK ; All private houses damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","164",1940/09/06 18:33:00,1940/09/06 18:33:00,"115 Fordel Road, Lewisham SE13, London, UK ; IB on enclosed ground at rear of premises","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.045052 51.472725)","484",1940/09/07 12:28:00,1940/09/07 12:28:00,"29 Pepy's Road, Newcross, SE14, London, UK ; House of eight rooms, back room on groung floor and contents damaged by fire","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.045447 51.473082)","483",1940/09/07 12:28:00,1940/09/07 12:28:00,"21 Pepy's Road, Newcross, SE14, London, UK ; 2x1 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.007011 51.507008)","482",1940/09/07 12:27:00,1940/09/07 12:27:00,"poplar Docks, Preston Road, Poplar, E14, London, UK ; 60x60 railway track damaged.15 acre 4 floor builing including vehicles in yard and machinery all damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.12777 51.500302)","481",1940/09/07 12:27:00,1940/09/07 12:27:00,"53 Stewart Road, Nunhead, SE15, London, UK ; IB unginited","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.044745 51.470825)","480",1940/09/07 12:27:00,1940/09/07 12:27:00,"91 Pepy's Road, Newcross, SE14, London, UK ; 3x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.045429 51.473086)","479",1940/09/07 12:27:00,1940/09/07 12:27:00,"23 Pepy's Road, Newcross, SE14, London, UK ; 3x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.044517 51.470005)","478",1940/09/07 12:27:00,1940/09/07 12:27:00,"97 Pepy's Road, Newcross, SE14, London, UK ; 1x1 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.044176 51.468809)","477",1940/09/07 12:27:00,1940/09/07 12:27:00,"123 Pepy's Road, Newcross, SE14, London, UK ; 2x1 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.04407 51.46853)","476",1940/09/07 12:27:00,1940/09/07 12:27:00,"129 Pepy's Road, Newcross, SE14, London, UK ; 3x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.044035 51.468425)","475",1940/09/07 12:27:00,1940/09/07 12:27:00,"131 Pepy's Road, Newcross, SE14, London, UK ; 3x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.040002 51.468618)","474",1940/09/07 12:27:00,1940/09/07 12:27:00,"Vesta Road, Newcross, SE14, London, UK ; 40x20 on one floor as building used as library damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.037009 51.474764)","472",1940/09/07 12:26:00,1940/09/07 12:26:00,"13 Laurie Grove, Deptford, SE14, London, UK ; 3x2 roof damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.079302 51.524689)","471",1940/09/07 12:25:00,1940/09/07 12:25:00,"Harford Street, Stepney, E1, London, UK ; A building of 2 floors about 60 x 40 feet( used as licensed premises, dwelling and store). Top floor and contents severely damaged by fire and part of roof off.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.060424 51.480981)","470",1940/09/07 12:25:00,1940/09/07 12:25:00,"733, Old Kent Road, SE15, London, UK ; Shop and house of 6 rooms  damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","469",1940/09/07 12:24:00,1940/09/07 12:24:00,"52 Malabar Street, Millwall, E14, London, UK ; Remaining houses are also damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.029077 51.512304)","468",1940/09/07 12:24:00,1940/09/07 12:24:00,"24, Maria Street, Millwall E14, London, UK ; 8 Houses, 6 rooms each, severely damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","467",1940/09/07 12:24:00,1940/09/07 12:24:00,"566, Cable Street , Stepney E1, London, UK ; Confectionery and Fancy goods- Range of buildings of one, two and three floors. ( nused as workrooms, showrooms, offices and stores) about 2?3 severely damaged.","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.079302 51.524689)","466",1940/09/07 12:24:00,1940/09/07 12:24:00,"Dundee Wharf, Limehouse, E14, London, UK ; Company name:Wharfage- A building of two floors about 200 x 100ft severely damaged. 9 motor vehicles damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
"POINT (-0.010202 51.461303)","465",1940/09/07 12:24:00,1940/09/07 12:24:00,"122 Lewisham High Street, Lewisham SE13, London, UK ; 4x2 roof damage and 2x2 flooring damage","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",UNKNOWN,false,
"POINT (-0.008773 51.511625)","464",1940/09/07 12:21:00,1940/09/07 12:21:00,"St Leonard's Road, Poplar E14, London, UK ; Joinery and moulding manufacturer- A building of one floor about 80 x 40ft used as moulding manufacturers and contents slightly damaged. Window glass by breakage, part of roof off. A building of 2 floors about","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.023801 51.507776)","463",1940/09/07 12:20:00,1940/09/07 12:20:00,"Import Dock, East India Docks, Poplar E14, London, UK ; Part of London Authority- A builing of 2 floors about 100 x 50 ft and contents including hydraulic crane and electric meter cupboard severely damaged. Building used as a hydraulic pressure house sli","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.008773 51.511625)","462",1940/09/07 12:20:00,1940/09/07 12:20:00,"St Leonards Road, Poplar, E14, London, UK ; A number of IB bombs burned out on road","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",IB,false,
"POINT (-0.067984 51.520224)","461",1940/09/07 12:19:00,1940/09/07 12:19:00,"11 Tooke Street, Millwall E14, London, UK ; 30x 30 roadway damaged. 11 Private houses  and one shop damaged","1",2012/02/19 18:00:00,2012/02/19 20:04:00,"1",XB,false,
